index,roi_id,s2_id,component_id
258,ROI_0709,S2A_MSIL1C_20190709T084601_N0208_R107_T36UXU_20190709T105244,ROI_0709
259,ROI_0709,S2B_MSIL1C_20200715T083559_N0209_R064_T36UXU_20200715T110214,ROI_0709
260,ROI_0724,S2A_MSIL1C_20181210T110431_N0207_R094_T31UDQ_20181210T113114,ROI_0724
261,ROI_0724,S2A_MSIL1C_20190608T105621_N0207_R094_T31UDQ_20190608T112701,ROI_0724
262,ROI_0724,S2B_MSIL1C_20190918T105029_N0208_R051_T31UDQ_20190918T132356,ROI_0724
263,ROI_0724,S2A_MSIL1C_20191006T105941_N0208_R094_T31UDQ_20191006T114415,ROI_0724
264,ROI_0724,S2B_MSIL1C_20191217T105349_N0208_R051_T31UDQ_20191217T115828,ROI_0724
265,ROI_0736,S2A_MSIL1C_20190322T151701_N0207_R125_T18LTM_20190322T200057,ROI_0069
266,ROI_0736,S2B_MSIL1C_20191003T151709_N0208_R125_T18LTM_20191003T200602,ROI_0069
267,ROI_0736,S2B_MSIL1C_20200111T151659_N0208_R125_T18LTM_20200111T183955,ROI_0069
268,ROI_0736,S2B_MSIL1C_20200510T151659_N0209_R125_T18LTM_20200510T200110,ROI_0069
269,ROI_0736,S2B_MSIL1C_20200530T151709_N0209_R125_T18LTM_20200530T184212,ROI_0069
270,ROI_0747,S2B_MSIL1C_20191202T151659_N0208_R125_T18LTM_20191202T183841,ROI_0069
271,ROI_0747,S2A_MSIL1C_20200225T151701_N0209_R125_T18LTM_20200225T183747,ROI_0069
272,ROI_0747,S2A_MSIL1C_20200228T152631_N0209_R025_T18LTM_20200228T185126,ROI_0069
273,ROI_0747,S2B_MSIL1C_20200304T152639_N0209_R025_T18LTM_20200304T201201,ROI_0069
274,ROI_0747,S2A_MSIL1C_20200316T151701_N0209_R125_T18LTM_20200316T201808,ROI_0069
275,ROI_0754,S2A_MSIL1C_20190704T025551_N0207_R032_T48MXU_20190704T074133,ROI_0754
276,ROI_0754,S2B_MSIL1C_20190818T025549_N0208_R032_T48MXU_20190818T071338,ROI_0754
277,ROI_0754,S2A_MSIL1C_20191211T030121_N0208_R032_T48MXU_20191211T055310,ROI_0754
278,ROI_0754,S2B_MSIL1C_20200414T025539_N0209_R032_T48MXU_20200414T072619,ROI_0754
279,ROI_0754,S2B_MSIL1C_20200524T025549_N0209_R032_T48MXU_20200524T073111,ROI_0754
280,ROI_0792,S2A_MSIL1C_20190313T074711_N0207_R135_T35JPM_20190313T131618,ROI_0792
281,ROI_0792,S2B_MSIL1C_20190606T074619_N0207_R135_T35JPM_20190606T104039,ROI_0792
282,ROI_0792,S2A_MSIL1C_20190830T074611_N0208_R135_T35JPM_20190830T100724,ROI_0792
283,ROI_0792,S2A_MSIL1C_20200107T075311_N0208_R135_T35JPM_20200107T094354,ROI_0792
284,ROI_0792,S2A_MSIL1C_20200307T074751_N0209_R135_T35JPM_20200307T100415,ROI_0792
285,ROI_0836,S2B_MSIL1C_20190107T075319_N0207_R135_T35JNM_20190107T095014,ROI_0836
286,ROI_0836,S2A_MSIL1C_20190313T074711_N0207_R135_T35JNM_20190313T131618,ROI_0836
287,ROI_0836,S2B_MSIL1C_20190904T074619_N0208_R135_T35JNM_20190904T104332,ROI_0836
288,ROI_0836,S2A_MSIL1C_20200206T075111_N0209_R135_T35JPM_20200206T095152,ROI_0836
289,ROI_0836,S2A_MSIL1C_20200605T074621_N0209_R135_T35JNM_20200605T100543,ROI_0836
290,ROI_0846,S2A_MSIL1C_20190210T031851_N0207_R118_T49TFF_20190210T065301,ROI_0846
291,ROI_0846,S2A_MSIL1C_20190610T031541_N0207_R118_T49TFF_20190610T062216,ROI_0846
292,ROI_0846,S2A_MSIL1C_20190630T031541_N0207_R118_T49TFF_20190630T060803,ROI_0846
293,ROI_0846,S2B_MSIL1C_20200321T031539_N0209_R118_T49TFF_20200321T062237,ROI_0846
294,ROI_0846,S2B_MSIL1C_20200719T031539_N0209_R118_T49TFF_20200719T065313,ROI_0846
295,ROI_0868,S2A_MSIL1C_20190113T072241_N0207_R006_T39TWF_20190113T093155,ROI_0868
296,ROI_0868,S2B_MSIL1C_20190829T072619_N0208_R049_T39TWF_20190829T094334,ROI_0868
297,ROI_0868,S2A_MSIL1C_20200417T071621_N0209_R006_T39TWF_20200417T091920,ROI_0868
298,ROI_0868,S2A_MSIL1C_20200706T071621_N0209_R006_T39TWF_20200706T091828,ROI_0868
299,ROI_0868,S2A_MSIL1C_20200709T072621_N0209_R049_T39TWF_20200709T092910,ROI_0868
300,ROI_0870,S2B_MSIL1C_20190617T142049_N0207_R010_T18FXL_20190617T173520,ROI_0870
301,ROI_0870,S2B_MSIL1C_20191124T141729_N0208_R010_T18FXL_20191124T174055,ROI_0870
302,ROI_0870,S2B_MSIL1C_20191214T141729_N0208_R010_T18FXL_20191214T173905,ROI_0870
303,ROI_0870,S2A_MSIL1C_20200311T142731_N0209_R053_T18FXL_20200311T192308,ROI_0870
304,ROI_0870,S2B_MSIL1C_20200614T142739_N0209_R053_T18FXL_20200614T192846,ROI_0870
305,ROI_0873,S2A_MSIL1C_20190316T162021_N0207_R040_T16PBC_20190316T195545,ROI_0873
306,ROI_0873,S2A_MSIL1C_20190405T161901_N0207_R040_T16PBC_20190405T195921,ROI_0873
307,ROI_0873,S2B_MSIL1C_20190530T161839_N0207_R040_T16PBC_20190530T195533,ROI_0873
308,ROI_0873,S2A_MSIL1C_20190714T161911_N0208_R040_T16PBC_20190714T195538,ROI_0873
309,ROI_0873,S2A_MSIL1C_20200130T162521_N0208_R040_T16PBC_20200130T194200,ROI_0873
310,ROI_0877,S2B_MSIL1C_20190505T084609_N0207_R107_T33MZT_20190505T114312,ROI_0877
311,ROI_0877,S2A_MSIL1C_20190609T084601_N0207_R107_T33MZT_20190609T123409,ROI_0877
312,ROI_0877,S2A_MSIL1C_20190808T084601_N0208_R107_T33MZT_20190808T123306,ROI_0877
313,ROI_0877,S2B_MSIL1C_20190922T084639_N0208_R107_T33MZT_20190922T123103,ROI_0877
314,ROI_0877,S2B_MSIL1C_20200120T085159_N0208_R107_T33MZT_20200120T111106,ROI_0877
315,ROI_0902,S2B_MSIL1C_20190308T144729_N0207_R139_T19KEB_20190308T180913,ROI_0902
316,ROI_0902,S2A_MSIL1C_20190502T144741_N0207_R139_T19KEB_20190502T181405,ROI_0902
317,ROI_0902,S2B_MSIL1C_20190507T144739_N0207_R139_T19KEB_20190507T180915,ROI_0902
318,ROI_0902,S2B_MSIL1C_20190706T144739_N0207_R139_T19KEB_20190706T181112,ROI_0902
319,ROI_0902,S2B_MSIL1C_20200630T144729_N0209_R139_T19KEB_20200630T180941,ROI_0902
320,ROI_0906,S2B_MSIL1C_20181217T164709_N0207_R126_T16TEM_20181217T201415,ROI_0906
321,ROI_0906,S2A_MSIL1C_20190131T164521_N0207_R126_T16TEM_20190131T184200,ROI_0906
322,ROI_0906,S2A_MSIL1C_20190717T162901_N0208_R083_T16TEM_20190717T201253,ROI_0906
323,ROI_0906,S2A_MSIL1C_20190730T163901_N0208_R126_T16TEM_20190730T200625,ROI_0906
324,ROI_0906,S2B_MSIL1C_20191102T164439_N0208_R126_T16TEM_20191102T200813,ROI_0906
325,ROI_0908,S2B_MSIL1C_20190426T151709_N0207_R125_T19PBN_20190426T184127,ROI_0908
326,ROI_0908,S2A_MSIL1C_20190531T151711_N0207_R125_T18PZT_20190531T184101,ROI_0908
327,ROI_0908,S2A_MSIL1C_20200126T151701_N0208_R125_T19PBN_20200126T165441,ROI_0908
328,ROI_0908,S2B_MSIL1C_20200609T151709_N0209_R125_T18PZT_20200609T201206,ROI_0908
329,ROI_0908,S2B_MSIL1C_20200619T151709_N0209_R125_T19PBN_20200619T201400,ROI_0908
330,ROI_0913,S2A_MSIL1C_20190410T084601_N0207_R107_T33MZU_20190410T141319,ROI_0913
331,ROI_0913,S2A_MSIL1C_20190808T084601_N0208_R107_T33MZU_20190808T123306,ROI_0913
332,ROI_0913,S2A_MSIL1C_20191007T084831_N0208_R107_T33MZU_20191007T110655,ROI_0913
333,ROI_0913,S2B_MSIL1C_20200429T084559_N0209_R107_T33MZU_20200429T123415,ROI_0913
334,ROI_0913,S2B_MSIL1C_20200628T084559_N0209_R107_T33MZU_20200628T123421,ROI_0913
335,ROI_0922,S2A_MSIL1C_20190430T184921_N0207_R113_T12VVL_20190430T222835,ROI_0922
336,ROI_0922,S2A_MSIL1C_20190517T183921_N0207_R070_T12VVL_20190517T221643,ROI_0922
337,ROI_0922,S2A_MSIL1C_20190606T183921_N0207_R070_T12VVL_20190606T221658,ROI_0922
338,ROI_0922,S2A_MSIL1C_20190626T183921_N0207_R070_T12VVL_20190626T221728,ROI_0922
339,ROI_0922,S2B_MSIL1C_20190704T184929_N0207_R113_T12VVL_20190704T204635,ROI_0922
340,ROI_0930,S2A_MSIL1C_20180601T102021_N0206_R065_T33VVF_20180601T123308,ROI_0930
341,ROI_0930,S2B_MSIL1C_20190614T103029_N0207_R108_T33VVF_20190614T122650,ROI_0930
342,ROI_0930,S2B_MSIL1C_20190922T103019_N0208_R108_T33VVF_20190922T124328,ROI_0930
343,ROI_0930,S2A_MSIL1C_20200630T102031_N0209_R065_T33VVF_20200630T123305,ROI_0930
344,ROI_0930,S2A_MSIL1C_20200713T103031_N0209_R108_T33VVF_20200713T111128,ROI_0930
345,ROI_0936,S2A_MSIL1C_20190329T080611_N0207_R078_T35LPK_20190329T102712,ROI_0936
346,ROI_0936,S2A_MSIL1C_20191015T080911_N0208_R078_T35LPK_20191015T100720,ROI_0936
347,ROI_0936,S2B_MSIL1C_20191030T081009_N0208_R078_T35LPK_20191030T105457,ROI_0936
348,ROI_0936,S2B_MSIL1C_20200407T080609_N0209_R078_T35LPK_20200407T110955,ROI_0936
349,ROI_0936,S2B_MSIL1C_20200606T080609_N0209_R078_T35LPK_20200606T110055,ROI_0936
350,ROI_0944,S2A_MSIL1C_20190402T144731_N0207_R139_T19LDC_20190402T181117,ROI_0944
351,ROI_0944,S2A_MSIL1C_20190412T144731_N0207_R139_T19LDC_20190412T180920,ROI_0944
352,ROI_0944,S2A_MSIL1C_20190810T144741_N0208_R139_T19LDC_20190810T181210,ROI_0944
353,ROI_0944,S2A_MSIL1C_20200605T144731_N0209_R139_T19LDC_20200605T180835,ROI_0944
354,ROI_0944,S2B_MSIL1C_20200610T144729_N0209_R139_T19LDC_20200610T180740,ROI_0944
355,ROI_0949,S2A_MSIL1C_20190310T160051_N0207_R097_T16PFT_20190310T210505,ROI_0949
356,ROI_0949,S2A_MSIL1C_20190906T155901_N0208_R097_T16PFT_20190906T210650,ROI_0949
357,ROI_0949,S2A_MSIL1C_20191016T160241_N0208_R097_T16PFT_20191016T194255,ROI_0949
358,ROI_0949,S2A_MSIL1C_20200304T160131_N0209_R097_T16PFT_20200304T210629,ROI_0949
359,ROI_0949,S2A_MSIL1C_20200702T155911_N0209_R097_T16PFT_20200702T211018,ROI_0949
360,ROI_0963,S2A_MSIL1C_20190720T163901_N0208_R126_T17ULA_20190720T220016,ROI_0963
361,ROI_0963,S2A_MSIL1C_20191028T164411_N0208_R126_T17ULA_20191028T184246,ROI_0963
362,ROI_0963,S2B_MSIL1C_20200503T164839_N0209_R026_T17ULA_20200503T203028,ROI_0963
363,ROI_0963,S2B_MSIL1C_20200609T163839_N0209_R126_T17ULA_20200609T200806,ROI_0963
364,ROI_0963,S2A_MSIL1C_20200624T163901_N0209_R126_T17ULA_20200624T200906,ROI_0963
365,ROI_0986,S2B_MSIL1C_20190602T162839_N0207_R083_T17UMU_20190602T200442,ROI_0986
366,ROI_0986,S2B_MSIL1C_20190814T163849_N0208_R126_T17UMU_20190814T202043,ROI_0986
367,ROI_0986,S2A_MSIL1C_20190826T162901_N0208_R083_T17UMU_20190826T215051,ROI_0986
368,ROI_0986,S2A_MSIL1C_20190905T162901_N0208_R083_T17UMU_20190905T195822,ROI_0986
369,ROI_0986,S2B_MSIL1C_20191023T164339_N0208_R126_T17UMU_20191023T215114,ROI_0986
370,ROI_0994,S2B_MSIL1C_20190515T084609_N0207_R107_T37VFG_20190515T110915,ROI_0994
371,ROI_0994,S2A_MSIL1C_20190527T083601_N0207_R064_T37VFG_20190527T110217,ROI_0994
372,ROI_0994,S2B_MSIL1C_20190701T083609_N0207_R064_T37VFG_20190701T110236,ROI_0994
373,ROI_0994,S2B_MSIL1C_20190714T084609_N0208_R107_T37VFG_20190714T110930,ROI_0994
374,ROI_0994,S2A_MSIL1C_20190726T083611_N0208_R064_T37VFG_20190726T104344,ROI_0994
375,ROI_0995,S2A_MSIL1C_20190818T084601_N0208_R107_T38VLQ_20190818T105316,ROI_0995
376,ROI_0995,S2A_MSIL1C_20190911T082601_N0208_R021_T38VLQ_20190911T111445,ROI_0995
377,ROI_0995,S2B_MSIL1C_20191029T084009_N0208_R064_T38VLQ_20191029T110042,ROI_0995
378,ROI_0995,S2B_MSIL1C_20200330T084559_N0209_R107_T38VMQ_20200330T110642,ROI_0995
379,ROI_0995,S2B_MSIL1C_20200509T084559_N0209_R107_T38VLQ_20200509T111258,ROI_0995
380,ROI_0997,S2A_MSIL1C_20190905T080611_N0208_R078_T40WFB_20190905T094347,ROI_0997
381,ROI_0997,S2B_MSIL1C_20200616T080609_N0209_R078_T40WFB_20200616T101059,ROI_0997
382,ROI_0997,S2A_MSIL1C_20200621T080611_N0209_R078_T40WFB_20200621T102649,ROI_0997
383,ROI_0997,S2B_MSIL1C_20200703T075609_N0209_R035_T40WFB_20200703T100025,ROI_0997
384,ROI_0997,S2A_MSIL1C_20200725T074621_N0209_R135_T40WFB_20200725T092242,ROI_0997
385,ROI_1000,S2B_MSIL1C_20190403T080609_N0207_R078_T40WFB_20190403T103144,ROI_0997
386,ROI_1000,S2A_MSIL1C_20190708T073621_N0208_R092_T41WMS_20190708T090529,ROI_0997
387,ROI_1000,S2B_MSIL1C_20190801T080619_N0208_R078_T41WMS_20190801T102936,ROI_0997
388,ROI_1000,S2A_MSIL1C_20200608T075621_N0209_R035_T40WFB_20200608T082131,ROI_0997
389,ROI_1000,S2B_MSIL1C_20200616T080609_N0209_R078_T40WFB_20200616T101059,ROI_0997
390,ROI_10279,S2A_MSIL1C_20190104T033131_N0207_R018_T47NPB_20190104T080727,ROI_10279
391,ROI_10279,S2B_MSIL1C_20190807T032549_N0208_R018_T47NPB_20190807T084238,ROI_10279
392,ROI_10279,S2B_MSIL1C_20190817T032539_N0208_R018_T47NPB_20190817T084224,ROI_10279
393,ROI_10279,S2A_MSIL1C_20200309T032551_N0209_R018_T47NPB_20200309T081752,ROI_10279
394,ROI_10279,S2A_MSIL1C_20200329T032531_N0209_R018_T47NPB_20200329T062855,ROI_10279
395,ROI_1048,S2A_MSIL1C_20190119T074231_N0207_R092_T36JTS_20190119T093758,ROI_1048
396,ROI_1048,S2B_MSIL1C_20190315T073659_N0207_R092_T35JRM_20190315T112345,ROI_1048
397,ROI_1048,S2A_MSIL1C_20190509T073621_N0207_R092_T35JRM_20190509T101520,ROI_1048
398,ROI_1048,S2A_MSIL1C_20200104T074311_N0208_R092_T35JRM_20200104T093638,ROI_1048
399,ROI_1048,S2A_MSIL1C_20200304T073801_N0209_R092_T36JTS_20200304T095423,ROI_1048
400,ROI_10560,S2B_MSIL1C_20180301T103019_N0206_R108_T33VVJ_20180301T141103,ROI_10560
401,ROI_10560,S2A_MSIL1C_20180425T103021_N0206_R108_T33VVJ_20180425T155928,ROI_10560
402,ROI_10560,S2A_MSIL1C_20180724T103021_N0206_R108_T33VVJ_20180724T123934,ROI_10560
403,ROI_10560,S2B_MSIL1C_20181010T104019_N0206_R008_T33VVJ_20181010T161145,ROI_10560
404,ROI_10560,S2B_MSIL1C_20200601T103629_N0209_R008_T33VVJ_20200601T123801,ROI_10560
405,ROI_1057,S2B_MSIL1C_20190305T160229_N0207_R097_T18UVB_20190305T211145,ROI_1057
406,ROI_1057,S2A_MSIL1C_20190621T160911_N0207_R140_T18UVB_20190621T212741,ROI_1057
407,ROI_1057,S2B_MSIL1C_20190703T155829_N0207_R097_T18UVB_20190703T193848,ROI_1057
408,ROI_1057,S2B_MSIL1C_20190921T155939_N0208_R097_T18UVB_20190921T192149,ROI_1057
409,ROI_1057,S2A_MSIL1C_20200705T160911_N0209_R140_T18UVB_20200705T194843,ROI_1057
410,ROI_1071,S2A_MSIL1C_20190209T085121_N0207_R107_T34NCL_20190209T105235,ROI_1071
411,ROI_1071,S2B_MSIL1C_20190329T085739_N0207_R007_T34NCL_20190329T142533,ROI_1071
412,ROI_1071,S2B_MSIL1C_20190902T084559_N0208_R107_T34NCL_20190902T124614,ROI_1071
413,ROI_1071,S2B_MSIL1C_20200422T085549_N0209_R007_T34NCL_20200422T125448,ROI_1071
414,ROI_1071,S2B_MSIL1C_20200618T084559_N0209_R107_T34NCL_20200618T115524,ROI_1071
415,ROI_1077,S2A_MSIL1C_20190922T013321_N0208_R031_T52LGM_20190922T030342,ROI_1077
416,ROI_1077,S2A_MSIL1C_20191012T013321_N0208_R031_T52LGM_20191012T030408,ROI_1077
417,ROI_1077,S2A_MSIL1C_20191211T013711_N0208_R031_T52LGM_20191211T031423,ROI_1077
418,ROI_1077,S2B_MSIL1C_20200424T013709_N0209_R031_T52LGM_20200424T041217,ROI_1077
419,ROI_1077,S2A_MSIL1C_20200718T013721_N0209_R031_T52LGM_20200718T031114,ROI_1077
420,ROI_10783,S2B_MSIL1C_20190122T015959_N0207_R060_T53TPM_20190122T034432,ROI_10783
421,ROI_10783,S2B_MSIL1C_20190608T014659_N0207_R017_T53TPM_20190608T043700,ROI_10783
422,ROI_10783,S2A_MSIL1C_20190616T015701_N0207_R060_T53TPM_20190616T035420,ROI_10783
423,ROI_10783,S2A_MSIL1C_20190623T014701_N0207_R017_T53TPM_20190623T034205,ROI_10783
424,ROI_10783,S2B_MSIL1C_20190827T014659_N0208_R017_T53TPM_20190827T033825,ROI_10783
425,ROI_1079,S2A_MSIL1C_20190507T021351_N0207_R060_T51NWJ_20190507T045337,ROI_1079
426,ROI_1079,S2B_MSIL1C_20191111T022329_N0208_R103_T51NWJ_20191111T035527,ROI_1079
427,ROI_1079,S2B_MSIL1C_20191121T022329_N0208_R103_T51NWJ_20191121T035505,ROI_1079
428,ROI_1079,S2B_MSIL1C_20200120T022319_N0208_R103_T51NWJ_20200120T035437,ROI_1079
429,ROI_1079,S2A_MSIL1C_20200723T022331_N0209_R103_T51NWJ_20200723T040844,ROI_1079
430,ROI_1086,S2A_MSIL1C_20190717T044711_N0208_R076_T50WME_20190717T074814,ROI_1086
431,ROI_1086,S2A_MSIL1C_20200625T042711_N0209_R133_T50WME_20200625T074704,ROI_1086
432,ROI_1086,S2A_MSIL1C_20200628T043711_N0209_R033_T49WFV_20200628T075634,ROI_1086
433,ROI_1086,S2B_MSIL1C_20200707T041549_N0209_R090_T49WFV_20200707T060732,ROI_1086
434,ROI_1086,S2B_MSIL1C_20200710T042709_N0209_R133_T50WME_20200710T073007,ROI_1086
435,ROI_1096,S2A_MSIL1C_20190505T011701_N0207_R031_T54TXN_20190505T030553,ROI_1096
436,ROI_1096,S2A_MSIL1C_20190614T011701_N0207_R031_T54TXN_20190614T031354,ROI_1096
437,ROI_1096,S2B_MSIL1C_20190801T012709_N0208_R074_T54TXN_20190801T031142,ROI_1096
438,ROI_1096,S2A_MSIL1C_20190813T011701_N0208_R031_T54TXN_20190813T031349,ROI_1096
439,ROI_1096,S2B_MSIL1C_20190910T012659_N0208_R074_T54TXN_20190910T031217,ROI_1096
440,ROI_10961,S2A_MSIL1C_20190122T043101_N0207_R133_T47ULQ_20190122T072815,ROI_10961
441,ROI_10961,S2B_MSIL1C_20190407T042709_N0207_R133_T47ULQ_20190407T072957,ROI_10961
442,ROI_10961,S2A_MSIL1C_20190522T042711_N0207_R133_T47ULQ_20190522T090826,ROI_10961
443,ROI_10961,S2A_MSIL1C_20190525T043701_N0207_R033_T47ULQ_20190525T074336,ROI_10961
444,ROI_10961,S2B_MSIL1C_20200730T042709_N0209_R133_T47ULQ_20200730T072651,ROI_10961
445,ROI_11023,S2B_MSIL1C_20190301T013709_N0207_R031_T52LGL_20190301T040756,ROI_11023
446,ROI_11023,S2B_MSIL1C_20190629T013719_N0207_R031_T52LGL_20190630T202150,ROI_11023
447,ROI_11023,S2A_MSIL1C_20191012T013321_N0208_R031_T52LGL_20191012T030408,ROI_11023
448,ROI_11023,S2A_MSIL1C_20200409T013711_N0209_R031_T52LGL_20200409T055450,ROI_11023
449,ROI_11023,S2A_MSIL1C_20200608T013721_N0209_R031_T52LGL_20200608T031940,ROI_11023
450,ROI_11037,S2B_MSIL1C_20190107T012719_N0207_R131_T52LHL_20190107T024257,ROI_11037
451,ROI_11037,S2B_MSIL1C_20190206T012719_N0207_R131_T52LHL_20190206T024359,ROI_11037
452,ROI_11037,S2B_MSIL1C_20191024T012719_N0208_R131_T52LHL_20191024T024440,ROI_11037
453,ROI_11037,S2B_MSIL1C_20191203T012709_N0208_R131_T52LHL_20191203T024528,ROI_11037
454,ROI_11037,S2B_MSIL1C_20200401T012719_N0209_R131_T52LHL_20200401T025407,ROI_11037
455,ROI_11121,S2A_MSIL1C_20190407T051651_N0207_R062_T44SME_20190407T083823,ROI_0400
456,ROI_11121,S2A_MSIL1C_20190507T051651_N0207_R062_T44SME_20190507T083105,ROI_0400
457,ROI_11121,S2B_MSIL1C_20190522T051659_N0207_R062_T44SME_20190522T103943,ROI_0400
458,ROI_11121,S2A_MSIL1C_20200521T051701_N0209_R062_T44SME_20200521T082814,ROI_0400
459,ROI_11121,S2B_MSIL1C_20200725T051649_N0209_R062_T44SME_20200725T091042,ROI_0400
460,ROI_11144,S2B_MSIL1C_20181226T053229_N0207_R105_T45UVU_20181226T072134,ROI_11144
461,ROI_11144,S2A_MSIL1C_20190904T051651_N0208_R062_T45UVU_20190904T083044,ROI_11144
462,ROI_11144,S2A_MSIL1C_20190917T052651_N0208_R105_T45UVU_20190917T140300,ROI_11144
463,ROI_11144,S2A_MSIL1C_20200713T052651_N0209_R105_T45UVU_20200713T072720,ROI_11144
464,ROI_11144,S2B_MSIL1C_20200725T051649_N0209_R062_T45UVU_20200725T082142,ROI_11144
465,ROI_11216,S2B_MSIL1C_20181222T073319_N0207_R049_T37NHJ_20181222T092919,ROI_0331
466,ROI_11216,S2B_MSIL1C_20190220T072939_N0207_R049_T37NHJ_20190220T094404,ROI_0331
467,ROI_11216,S2B_MSIL1C_20191018T072909_N0208_R049_T37NHJ_20191018T111210,ROI_0331
468,ROI_11216,S2B_MSIL1C_20191107T073019_N0208_R049_T37NHJ_20191107T094402,ROI_0331
469,ROI_11216,S2A_MSIL1C_20200520T072621_N0209_R049_T37NHJ_20200520T094132,ROI_0331
470,ROI_11264,S2A_MSIL1C_20190504T014701_N0207_R017_T55WER_20190504T034230,ROI_11264
471,ROI_11264,S2A_MSIL1C_20190606T015651_N0207_R060_T55WER_20190606T035544,ROI_11264
472,ROI_11264,S2A_MSIL1C_20190808T020701_N0208_R103_T55WER_20190808T040716,ROI_11264
473,ROI_11264,S2B_MSIL1C_20191019T015659_N0208_R060_T55WER_20191019T034154,ROI_11264
474,ROI_11264,S2A_MSIL1C_20200531T015701_N0209_R060_T55WER_20200531T031412,ROI_11264
475,ROI_1129,S2A_MSIL1C_20190105T080321_N0207_R035_T37RFP_20190105T095912,ROI_1129
476,ROI_1129,S2B_MSIL1C_20190130T080159_N0207_R035_T37RFP_20190130T091151,ROI_1129
477,ROI_1129,S2B_MSIL1C_20190530T075619_N0207_R035_T37RFP_20190530T100127,ROI_1129
478,ROI_1129,S2A_MSIL1C_20191121T080231_N0208_R035_T37RFP_20191121T093540,ROI_1129
479,ROI_1129,S2A_MSIL1C_20200219T075951_N0209_R035_T37RFP_20200219T095450,ROI_1129
480,ROI_1140,S2A_MSIL1C_20190106T105431_N0207_R051_T29QPV_20190106T124248,ROI_1140
481,ROI_1140,S2A_MSIL1C_20190119T110401_N0207_R094_T29QPV_20190119T125502,ROI_1140
482,ROI_1140,S2B_MSIL1C_20190531T105039_N0207_R051_T29QPV_20190531T130936,ROI_1140
483,ROI_1140,S2A_MSIL1C_20191013T105031_N0208_R051_T29QPV_20191013T124757,ROI_1140
484,ROI_1140,S2A_MSIL1C_20200210T105201_N0209_R051_T29QPV_20200210T111816,ROI_1140
485,ROI_1144,S2B_MSIL1C_20180119T092309_N0206_R093_T34RCU_20180119T114626,ROI_1144
486,ROI_1144,S2A_MSIL1C_20180223T092031_N0206_R093_T34RCU_20180223T130909,ROI_1144
487,ROI_1144,S2A_MSIL1C_20190119T092311_N0207_R093_T34RCU_20190119T095600,ROI_1144
488,ROI_1144,S2A_MSIL1C_20190208T092141_N0207_R093_T34RCU_20190208T112117,ROI_1144
489,ROI_1144,S2B_MSIL1C_20190414T092039_N0207_R093_T34RCU_20190414T113612,ROI_1144
490,ROI_11511,S2A_MSIL1C_20190419T191911_N0207_R099_T11VNL_20190419T224439,ROI_11511
491,ROI_11511,S2B_MSIL1C_20190630T190919_N0207_R056_T11VNL_20190630T210046,ROI_11511
492,ROI_11511,S2B_MSIL1C_20190713T191919_N0208_R099_T11VNL_20190713T211913,ROI_11511
493,ROI_11511,S2B_MSIL1C_20200604T190919_N0209_R056_T11VNL_20200604T210612,ROI_11511
494,ROI_11511,S2B_MSIL1C_20200624T190919_N0209_R056_T11VNL_20200624T210548,ROI_11511
495,ROI_11640,S2A_MSIL1C_20181224T040151_N0207_R004_T47RMP_20181224T064943,ROI_11640
496,ROI_11640,S2B_MSIL1C_20190121T041059_N0207_R047_T47RMP_20190121T070452,ROI_11640
497,ROI_11640,S2A_MSIL1C_20191109T040001_N0208_R004_T47RMP_20191109T065619,ROI_11640
498,ROI_11640,S2B_MSIL1C_20200225T040739_N0209_R047_T47RMP_20200225T065200,ROI_11640
499,ROI_11640,S2B_MSIL1C_20200711T035539_N0209_R004_T47RMP_20200711T073540,ROI_11640
500,ROI_11670,S2B_MSIL1C_20190306T070749_N0207_R106_T43WDQ_20190306T094951,ROI_11670
501,ROI_11670,S2B_MSIL1C_20190820T065629_N0208_R063_T43WDQ_20190820T094116,ROI_11670
502,ROI_11670,S2B_MSIL1C_20190926T064629_N0208_R020_T43WDQ_20190926T093305,ROI_11670
503,ROI_11670,S2B_MSIL1C_20200429T070619_N0209_R106_T43WDQ_20200429T092137,ROI_11670
504,ROI_11670,S2A_MSIL1C_20200710T065631_N0209_R063_T43WDQ_20200710T085819,ROI_11670
505,ROI_1174,S2A_MSIL1C_20190116T142751_N0207_R053_T20MMT_20190116T160951,ROI_1174
506,ROI_1174,S2B_MSIL1C_20190401T142759_N0207_R053_T20MMT_20190401T174947,ROI_1174
507,ROI_1174,S2A_MSIL1C_20190715T142801_N0208_R053_T20MMT_20190715T160856,ROI_1174
508,ROI_1174,S2A_MSIL1C_20190824T142751_N0208_R053_T20MMT_20190824T160914,ROI_1174
509,ROI_1174,S2A_MSIL1C_20200111T142701_N0208_R053_T20MMT_20200111T160923,ROI_1174
510,ROI_11764,S2A_MSIL1C_20200626T141741_N0209_R010_T19GCH_20200626T191706,ROI_11764
511,ROI_11764,S2A_MSIL1C_20190103T142031_N0207_R010_T18GYN_20190103T173738,ROI_11764
512,ROI_11764,S2B_MSIL1C_20190118T142039_N0207_R010_T18GYN_20190118T173726,ROI_11764
513,ROI_11764,S2B_MSIL1C_20191114T141739_N0208_R010_T18GYN_20191114T173935,ROI_11764
514,ROI_11764,S2B_MSIL1C_20191214T141729_N0208_R010_T19GCH_20191214T173905,ROI_11764
515,ROI_1190,S2B_MSIL1C_20190519T032549_N0207_R018_T47NPA_20190519T074156,ROI_1190
